lifter_id,Name,Sex,BirthYearClass,Country
41906,Daniel Linigen,M,,Australia
41907,Mark Duscher,M,,Australia
41908,Tom Bower,M,,Australia
41909,Lachlan Scobie,M,,Australia
41910,Tim McDonald,M,,Australia
41911,Scott Harley,M,,Australia
41912,Sam Kelly,M,,Australia
41913,Benjamin Hall,M,,Australia
41914,Robert Northey,M,,Australia
41915,Mark Turnel,M,,Australia
41916,Troy Britton,M,,Australia
41917,Andrew Hines,M,,Australia
41918,Blake Davis,M,,Australia
41919,Jye Thornton,M,,Australia
41920,Josh Smith #19,M,,Australia
41921,Nathan Rennie,M,,Australia
41922,Andrew Moore #4,M,,Australia
41923,Kris Darnan,M,,Australia
41924,David Brain,M,,Australia
41925,Lee Farrell,M,,Australia
41926,Andrew Jeffrey,M,,Australia
41927,Brendan Moore,M,,Australia
41928,Scott Pfeffer,M,,Australia
41929,Reehan McBain,M,,Australia
41930,Michael Barkyl,M,,Australia
41931,Chris Strange,M,,Australia
41932,Anthony Hatfield,M,,Australia
41933,Brian Collins,M,,Australia
41934,James Wauch,M,,Australia
41935,Murray Dickinson,M,,Australia
41936,Jordan Henry,M,,Australia
41937,Peter Clark,M,,Australia
41938,Brendon Gallagher,M,,Australia
41939,Shane Maginness,M,,Australia
41940,Matthew Baylis,M,,Australia
41941,Kale Waters,M,,Australia
41942,Toby Turnbull,M,,Australia
41943,Ash Drew,M,,Australia
41944,Richie Wilmott,M,,Australia
41945,Kevin Olden,M,,Australia
41946,Geordie Marchant,M,,Australia
41947,Brett Johnston,M,,Australia
41948,Trent Nelson,M,,Australia
41949,Stuart Hunt,M,,Australia
41950,Renee White,F,14-18,Australia
41951,Lauren Hudson,F,,Australia
41952,Jill Priestley,F,,Australia
41953,Bree Bailey,F,,Australia
41954,Kimberly Sheldrick,F,,Australia
41955,Julia Rowse,F,,Australia
41956,Tara Hall,F,,Australia
41957,Chloe Robertson,F,,Australia
41958,Genevieve Furber,F,,Australia
41959,Lauren Musgrove,F,,Australia
41960,Christie Riordan,F,,Australia
41961,Rosanne Taglierini,F,,Australia
41962,Sarah Hunyardi,F,,Australia
41963,Renea Chapman,F,,Australia
41964,Holly Giddings,F,,Australia
41965,Tracey Svrta,F,,Australia
41966,Amy Congress,F,,Australia
41967,Nicky Unger,F,,Australia
41968,Kate Guy,F,,Australia
41969,Krystal Reyne,F,,Australia
41970,Lisa Cruise,F,,Australia
41971,Mandy Rudo,F,,Australia
41972,Rebecca Stewart,F,,Australia
41973,Irene McGowan,F,,Australia
41974,Louise Philp,F,,Australia
41975,Kerryn Wright,F,,Australia
41976,Joanne Nolte,F,,Australia
41977,Sarah Spizewska,F,,Australia
41978,Samantha Scobie,F,,Australia
41979,Ilona Prevedello,F,,Australia
41980,Jessica Melsen,F,,Australia
41981,Amanda Pollock,F,,Australia
41982,Megan Whatmough,F,,Australia
41983,Louisa Prevedello,F,,Australia
41984,Eden Edwards,F,,Australia
41985,Sarah Hawkes,F,,Australia
41986,Erin Hepworth,F,,Australia
41987,Michael Neish,M,,Australia
41988,Dane Ohl Banfield,M,24-39,Australia
41989,Hein Basson,M,,Australia
41990,Glen Neilsen,M,,Australia
41991,Scott Lovegrove,M,,Australia
41992,Vii Le,F,24-39,Australia
41993,Emily Hessell,F,24-39,Australia
41994,Karlena Nixon,F,24-39,Australia
41995,Jacqueline Chmura,F,24-39,Australia
41996,Sara Argiolas,F,24-39,Australia
41997,Natasha Khanna,F,24-39,Australia
41998,Natina Grace,F,24-39,Australia
41999,Celine Liew,F,19-23,Australia
42000,Kathryn Cole,F,24-39,Australia
42001,Leanne Gordon,F,40-49,Australia
42002,Guy Waldron,M,24-39,Australia
42003,Lewis Lusted,M,24-39,Australia
42004,Joshua Chila,M,14-18,Australia
42005,Timothy Halim,M,24-39,Australia
42006,Michael O'Mahony,M,24-39,Australia
42007,Luca Brusamolino,M,24-39,Australia
42008,Ian Teh,M,24-39,Australia
42009,Patrick Packer,M,19-23,Australia
42010,Brendan Van Deer Meer,M,24-39,Australia
42011,Morgan Domney,M,19-23,Australia
42012,Robert Bezant,M,24-39,Australia
42013,Ben Clohessy,M,24-39,Australia
42014,Jason Clarke #2,M,50-59,Australia
42015,Sheen Kovacs,M,24-39,Australia
42016,Lauren Parkinson,F,19-23,Australia
42017,Jake Oakenfull,M,19-23,Australia
42018,Matthew Barnes,M,,USA
42019,Justin Connor,M,,
42020,Peter Abell,M,24-39,Australia
42021,Beau Morrison,M,24-39,Australia
42022,Shannon Sutherland,M,24-39,Australia
42023,Kaitlin Moss,F,19-23,Australia
42024,Les Edmonds,M,,Australia
42025,Tom MacDonald #1,M,40-49,Australia
42026,Thomas Hamilton,M,,
42027,Anthony Falconer,M,,Australia
42028,Lonny Clark,M,40-49,Australia
42029,Bengt Carlson,M,,Australia
42030,Andrew Pietromartarie,M,,Australia
42031,Lisa Stokes,F,24-39,Australia
42032,Lori Dall-Deville,F,,Australia
42033,Breck Dowell,M,,Australia
42034,Jason Beer,M,,Australia
42035,John Hurlock,M,,Australia
42036,Damien Thompson,M,,Australia
42037,Scott Davidson,M,,USA
42038,Peter Costigan,M,,Australia
42039,Matt Lowrey,M,,Australia
42040,Luke Gozzard,M,,Australia
42041,Kevin McCann,M,40-49,Australia
42042,Ryan Phillips,M,,USA
42043,Daniel Nemani,M,24-39,Niue
42044,Ashley Cressell,M,,Australia
42045,Shahzeeq Shahren,M,,Australia
42046,Rhys Clelland,M,,Australia
42047,Alexandra Tunnock,F,,Australia
42048,Graeme Homewood,M,,Australia
42049,Jorra Sinott,M,,Australia
42050,Stephen Burton,M,,Australia
42051,Donald Carrieres,M,50-59,
42052,Jason Voight,M,24-39,Australia
42053,Simon Phipps,M,,England
42054,Louise Vause,F,24-39,Australia
42055,Melissa Jhey,F,40-49,Australia
42056,Ken Wong,M,24-39,Australia
42057,James Debono,M,24-39,Australia
42058,Michael Thorely,M,19-23,Australia
42059,Dan O'Neill,M,24-39,USA
42060,Christian Rooker,M,40-49,Australia
42061,Brandon Chan,M,19-23,USA
42062,Shane McDonald,M,40-49,Australia
42063,Yi Xuan Tan,M,24-39,Australia
42064,Daniel Kelly #6,M,24-39,Australia
42065,Mitch Hayes,M,,Australia
42066,Terry O'Connor,M,60-69,New Zealand
42067,Badron Saion,M,,Australia
42068,Dimitra Stathopoulos,F,,Australia
42069,Jason Choat,M,,Australia
42070,Bronte Rowston,F,24-39,Australia
42071,Claire Chandler,F,24-39,Australia
42072,Cheryl Roberts,F,50-59,Australia
42073,Amelia Pallpratt,F,24-39,Australia
42074,Kyle Seville,M,19-23,Australia
42075,Josh Grant,M,24-39,
42076,Wayne Ford,M,24-39,Australia
42077,Timothy Simmons,M,24-39,Australia
42078,Harry Owen #2,M,19-23,Australia
42079,Steph Le,F,19-23,Australia
42080,Sally Bassuni,F,19-23,Australia
42081,Scott Peisley,M,24-39,Australia
42082,Hayden Murphy #1,M,24-39,Australia
42083,Tiffany Kim Phung Bui,F,24-39,Australia
42084,Miranda Blythe,F,24-39,Australia
42085,Steven Cao,M,24-39,Australia
42086,Adem Abdioglu,M,19-23,Australia
42087,Nickala Elin,F,,Australia
42088,Melisa Kulak,F,,Australia
42089,Eliza Jane Walsh,F,,Australia
42090,Sarah Lawrence,F,19-23,Australia
42091,Alexandra Thompson,F,14-18,USA
42092,Johann Roache,M,,Australia
42093,Rory Scahll,M,,Australia
42094,Tony Wood,M,,Australia
42095,Matthew Summerville,M,,Australia
42096,Alex McEncroe,M,,Australia
42097,Mitchell Cooper,M,,Australia
42098,Tom Reynolds,M,,
42099,Rodney Wippenaar,M,40-49,Australia
42100,Benjamin Spice,M,,Australia
42101,Therese Haddad,F,,Australia
42102,Bali Kullar,M,,Australia
42103,Alexa Toi,F,24-39,Australia
42104,Caitlyn Lewis,F,19-23,Australia
42105,Dion Stewart,F,24-39,Australia
42106,Emily Alosi,F,24-39,Australia
42107,Sieraya O'Driscoll,F,24-39,Australia
42108,Kelley Brewer,F,24-39,Australia
42109,David Austin,M,70-999,
42110,Justin Goh,M,24-39,Australia
42111,Joshua Chila,M,19-23,Australia
42112,Deodard Brink,M,19-23,Australia
42113,Ezra Taomia,M,19-23,Australia
42114,Chris Appleton,M,24-39,Australia
42115,Daniel Chila,M,14-18,Australia
42116,Zane Waapu-Wairama,M,24-39,
42117,Mitchell Burdan,M,24-39,Australia
42118,Louise Pigna,F,40-49,Australia
42119,Liam Kearney,M,19-23,Australia
42120,Stewart Blackwell,M,24-39,Australia
42121,Liam McCowan,M,19-23,Australia
42122,Callan Harvey,M,19-23,Australia
42123,Shane Harris,M,24-39,USA
42124,Glen Davidson,M,24-39,USA
42125,Zac Goodman,M,24-39,Australia
42126,Scott Warner,M,40-49,Australia
42127,Fran La Rosa,F,,Australia
42128,Keith Penny,M,60-69,USA
42129,Matthew Messina,M,,Australia
42130,Ryan Christiansen,M,,Australia
42131,Karim DeRidder,M,,Australia
42132,Dale Kerley,F,40-49,Australia
42133,Vivien Chen,F,19-23,Australia
42134,Steph Le,F,24-39,Australia
42135,Monique Ragher,F,24-39,Australia
42136,Taryn Keeley,F,24-39,Australia
42137,Constance Pandousis,F,19-23,Australia
42138,Imogen Allan,F,24-39,Australia
42139,Aimee Porter,F,24-39,Australia
42140,Tara Frost,F,24-39,Australia
42141,Paige Kambouris,F,19-23,Australia
42142,Jenny Ding,F,24-39,Australia
42143,Bethany Pearce,F,24-39,Australia
42144,Karen Oomes,F,24-39,Australia
42145,Nicola McMahon,F,24-39,Australia
42146,Leanne Johnson,F,40-49,Australia
42147,Dean Antoniadis,M,19-23,Australia
42148,Miguel Morales,M,24-39,
42149,James Tsoutsouras,M,24-39,Australia
42150,Tony Nguyen #5,M,19-23,Australia
42151,Rufus Fabritius,M,24-39,Finland
42152,Matthew Hoyland,M,24-39,Australia
42153,Kathryn Jones,F,19-23,USA
42154,Robert Murchie,M,50-59,Australia
42155,Priscilla Germanchis,F,24-39,Australia
42156,Janet Nguyen,F,14-18,Australia
42157,Elizabeth McCormack,F,24-39,Australia
42158,Jessie Head-Gray,F,24-39,Australia
42159,Sheryl Lee,F,24-39,Australia
42160,Lauren Waters,F,24-39,Australia
42161,Kayla Shand,F,24-39,Australia
42162,Alvin Nguyen,M,14-18,
42163,Henry Macphillamy,M,24-39,Australia
42164,James Berezdecky,M,24-39,Australia
42165,Boden Tighe,M,,Australia
42166,Naseeb Jeha,M,,Australia
42167,Tony Church,M,40-49,Australia
42168,Glen Swain,M,,Australia
42169,Desmond Coulton,M,24-39,Australia
42170,Tim Lynch,M,24-39,Australia
42171,Anthony Popple,M,,Australia
42172,Rose Cherry,F,24-39,Australia
42173,Stephanie McKay-Gillies,F,24-39,Australia
42174,Tori Farlow,F,19-23,Australia
42175,Sam Thorne,M,19-23,Australia
42176,Christopher Thomas,M,24-39,USA
42177,Daniel Stojanoski,M,,Australia
42178,Jonni Chin,M,,Australia
42179,Michael Alessandrini,M,,Australia
42180,Ashley Cresswell,M,,Australia
42181,Anders Reinli,M,,Australia
42182,Jim Economos,M,50-59,Australia
42183,Karl Darby,M,,Australia
42184,Roy Wood,M,,Australia
42185,Luke Groen,M,,Australia
42186,Joseph Powell,M,19-23,USA
42187,Greg Denny,M,50-59,
42188,Leander Wiseman,F,,Australia
42189,Michael Anderson,M,,
42190,Aaron Ernst,M,,Australia
42191,Ray Posner,M,40-49,Australia
42192,Elizabeth Gageler,F,24-39,Australia
42193,Melissa Pagett,F,19-23,Australia
42194,Amanda Lauric,F,24-39,Australia
42195,Andrej Gocanin,M,24-39,Australia
42196,Joe Pemberton,M,24-39,Australia
42197,John Karafyllakis,M,19-23,Australia
42198,Toshio Asai,M,,Australia
42199,Alan Maddick,M,,Australia
42200,Con Marcou,M,,Australia
42201,Jeffrey Johnstone,M,24-39,Australia
42202,Mike Carrol,M,40-49,Australia
42203,Dale Tiller,M,40-49,Australia
42204,Cu Phan,M,,Australia
42205,Matt Frazer,M,,Australia
42206,Tory Early,M,,Australia
42207,Warren Hussey,M,40-49,Australia
42208,Robert van der Starre,M,,Australia
42209,Adam Stewart #2,M,,Australia
42210,James Robertson #2,M,,Australia
42211,Sharn Staatton,M,,Australia
42212,Shanel Corial,M,,Australia
42213,Ernst Ola Lindahl,M,40-49,Australia
42214,Eldon Toomata,M,,Australia
42215,Robert Johnston #2,M,,Australia
42216,David Thomas #11,M,,Australia
42217,Mary Anne Smilovitis,F,24-39,Australia
42218,Emily Hessell,F,19-23,Australia
42219,Rebecca Patrick,F,24-39,Australia
42220,Ishy Nyandoro,M,24-39,Australia
42221,Rob Storey,M,19-23,Australia
42222,Luca Piras,M,24-39,Australia
42223,Joshua Prior,M,19-23,Australia
42224,Jason Wharton,M,40-49,Nauru
42225,Kylie Taggart,F,24-39,Australia
42226,Lachlan MiddleBrook,M,14-18,Australia
42227,Mitchell Ronan,M,24-39,Australia
42228,Stephen Chesworth,M,24-39,Australia
42229,Isaac Storr,M,19-23,Australia
42230,Brian Vile,M,19-23,Australia
42231,Matthew Hill,M,19-23,USA
42232,Michael Cammareri,M,24-39,Australia
42233,Allen Board,M,24-39,Australia
42234,Liz Arnot,F,,Australia
42235,Asmeret Kidane,F,,Australia
42236,Daniel Zappia,M,,Australia
42237,Mitchel Evans,M,,
42238,Dan Hartman,M,,Australia
42239,Ali Faraji,M,,Australia
42240,Joseph Louis-Juarez,M,40-49,Australia
42241,Wei Chui,M,,Australia
42242,John Walters,M,,USA
42243,Matthew Ellis,M,14-18,Australia
42244,Daniel Lim,M,,
42245,Patrick Virtue,M,,Australia
42246,Alex Chen #2,M,,Australia
42247,Jithan Varma,M,,Australia
42248,Joel Kirkilis,M,,Australia
42249,Pranee Pascoe,F,,Australia
42250,Susan Myers,F,,Australia
42251,Kristel Modderman,F,24-39,New Zealand
42252,Chai Shephard,M,,Australia
42253,Antonio Ferraro,M,24-39,Australia
42254,Steve Kennett,M,24-39,Australia
42255,Paul Brown,M,,USA
42256,David Bennett #3,M,,Australia
42257,Steven Stratis,M,40-49,Australia
42258,Matt Lamont,M,,Australia
42259,Sharyn Muir,F,,Australia
42260,Davina Frey,F,,Australia
42261,Sharon Von Bibra,F,,Australia
42262,John Milne,M,,Australia
42263,Yens Bertizlon,M,,Australia
42264,Amy Thompson,F,,
42265,Redacted Lifter #20,F,24-39,Australia
42266,Rebbecca Fitzgerald,F,24-39,Australia
42267,Chloe Robinson,F,24-39,USA
42268,Hari Jegatheeswaran,M,24-39,Australia
42269,Jay Hansen,M,14-18,Australia
42270,Matt Rodgers,M,19-23,Australia
42271,Stephen Keating,M,24-39,Australia
42272,Ben Evans #1,M,19-23,Australia
42273,Kyle Lawson,M,19-23,Australia
42274,Mitchell Smith,M,19-23,
42275,Melissa Ripepi,F,24-39,Australia
42276,Jacqueline Gregory,F,,Australia
42277,Courtney Miller #1,F,,Australia
42278,Peter Ali,M,,Australia
42279,Anwar Shirazee,M,,Australia
42280,Jordan Ramirez #1,M,19-23,Australia
42281,David Yuan,M,14-18,Australia
42282,Benjamin Evans,M,19-23,Australia
42283,Mitch Murphy,M,24-39,Australia
42284,Frederik Reinder Hak,M,19-23,Australia
42285,Kezia Duncan,F,24-39,Australia
42286,Virginia Kovacs,F,40-49,Australia
42287,Te Oraiti Brosnahan-Smith,F,24-39,Australia
42288,Jourdana Clarke,F,24-39,Australia
42289,Katherine Valle,F,24-39,Australia
42290,Joanne Wilkinson-Pawley,F,24-39,Australia
42291,Dominic Leah,M,19-23,Australia
42292,Deon Ackermann,M,19-23,Australia
42293,David Raykos,M,19-23,Australia
42294,Steve Floyd,M,40-49,Australia
42295,Matthew Precious,M,24-39,Australia
42296,Thomas Foo,M,24-39,Australia
42297,Matthew Brenton,M,24-39,Australia
42298,Nigel Mann,M,50-59,Australia
42299,Jimmy Stidworthy,M,14-18,Australia
42300,Graham Burton,M,50-59,Australia
42301,Vanessa Stewart,F,40-49,Australia
42302,Lawson McGarry,M,19-23,Australia
42303,Mark Lechner,M,50-59,Australia
42304,Dean McGarry,M,40-49,Australia
42305,Jessica Wilson,F,24-39,
42306,Erin Caust,F,19-23,Australia
42307,Michael Gamely,M,,Australia
42308,Daniel Godeassi,M,24-39,Australia
42309,Pat Moloney,M,19-23,Australia
42310,Samantha Lee,F,24-39,Australia
42311,Michael Sechos,M,19-23,Australia
42312,Chris Ross #1,M,24-39,Australia
42313,Tareq Ahmed,M,24-39,Australia
42314,Fayssal Merheb,M,24-39,Australia
42315,Josephine Bova,F,24-39,Australia
42316,Aaron Wolfe,M,24-39,USA
42317,David Sharples,M,,Australia
42318,Brett Dowsett,M,,Australia
42319,Kevin Arber,M,,Australia
42320,Leon Paczynski,M,,Australia
42321,Chris Sallows,M,,Australia
42322,Erika Schlemmer,F,50-59,Australia
42323,Moey Elakour,M,14-18,Australia
42324,Josh Chauh,M,19-23,Australia
42325,Yevhen Kovalyshen,M,24-39,Australia
42326,Dylan Bergin,M,19-23,Australia
42327,Jacob Williams,M,19-23,USA
42328,Stephen Patrick,M,24-39,Australia
42329,Ben Haines,M,40-49,
42330,Tony Goodall,M,,Australia
42331,Mick Payne,M,,Australia
42332,Dale Pickering,M,,Australia
42333,Bill Verkade,M,,Australia
42334,Rebecca Stennett,F,19-23,Australia
42335,Megan Smith #8,F,40-49,Australia
42336,Melinda Wormald,F,24-39,Australia
42337,Harley Bateup,M,19-23,Australia
42338,Kaya Wardle,M,19-23,Australia
42339,Nathan Wallace,M,24-39,Australia
42340,Alexander Bewsey,M,24-39,Australia
42341,Christian Kennedy,M,24-39,
42342,Denver Steyn,M,24-39,Australia
42343,Peter Fiore,M,70-999,
42344,Alan Howard #2,M,,Australia
42345,Joseph Yusnanda,M,,Australia
42346,Aldrin Ocsing,M,,Australia
42347,Joseph Louise Juarez,M,40-49,Australia
42348,Don Carriers,M,,Australia
42349,Ed Renton,M,,Australia
42350,Alan Muston,M,50-59,Australia
42351,Eric Erickson,M,,Australia
42352,Jim Ambrose,M,50-59,Australia
42353,Warren Hills,M,50-59,Australia
42354,Lee Snow,M,,Australia
42355,Daniel James Lacny,M,,Australia
42356,Rodney Clark,M,,Australia
42357,Nick Olden,M,24-39,Australia
42358,Rachel Leoso,F,,Australia
42359,Moana Kolesi,F,,Australia
42360,Sharlene Faoagali,F,,Australia
42361,Phillip Xia,M,14-18,Australia
42362,Kennard Ong,M,,Australia
42363,Richard Yand,M,,Australia
42364,Gavin Tubeell,M,,Australia
42365,Vam Van Weenan,M,,Australia
42366,Badrun Saion,M,,Australia
42367,Dayel Kerley,F,,Australia
42368,Scott Lingren,M,,Australia
42369,Ryan Christenson,M,,USA
42370,Stose Stojanoski,M,,Australia
42371,Lev Susany,M,14-18,Australia
42372,Sally Priest,F,40-49,Australia
42373,Jodie Banks,F,24-39,Australia
42374,Danielle Walton,F,24-39,Australia
42375,Caitlin Maloney,F,24-39,Australia
42376,Natasha Underdown,F,24-39,Australia
42377,Brian Tulcan,M,19-23,Australia
42378,Chris Rawlings,M,24-39,Australia
42379,Nicholas Cook,M,24-39,USA
42380,Samuel Scilipoti,M,24-39,Australia
42381,Daniel Pearson #2,M,24-39,Australia
42382,Chris Young,M,24-39,
42383,John Isaacson,M,,Australia
42384,Mikhael Triemastra,M,,Australia
42385,Brett Ramsey,M,14-18,USA
42386,Luke Manwaring,M,,Australia
42387,Tracey Leslie,F,,Australia
42388,Valerio Pistone,M,,Australia
42389,Stephen Gillingham,M,,Australia
42390,Angus Pritchard,M,,Australia
42391,Donald Feast,M,,Australia
42392,Thomas Lilley,M,19-23,Australia
42393,Tony Church,M,,Australia
42394,Francisco Martell,M,19-23,Australia
42395,Jonathan Hynes,M,,Australia
42396,Kym Farquharson-Jones,F,,Australia
42397,Greg Kratz,M,,Australia
42398,Stephanie Lang,F,24-39,Australia
42399,Joshua Clayton,M,24-39,USA
42400,Paul Parosi,M,24-39,Australia
42401,Maximillian Fecondo,M,24-39,Australia
42402,Gerard Gaud,M,24-39,Australia
42403,Issiah Burckhardt-Bedean,M,,Australia
42404,Jason Paul Buttigieg,M,,Australia
42405,Katelyn Attia,F,19-23,Australia
42406,Maggie Smith,F,24-39,
42407,Cheralee Horne,F,24-39,Australia
42408,Michelle Johnson,F,24-39,Australia
42409,Josie Henry,F,14-18,Australia
42410,Alicia Sabadi,F,24-39,Australia
42411,Pamela Farley,F,24-39,Australia
42412,Rubena Uelese,F,24-39,Australia
42413,Lacey Remedio,F,24-39,Australia
42414,Jesse Closter,F,24-39,Australia
42415,Marianna Macek,F,24-39,Australia
42416,Tiarnie Mueller,F,24-39,Australia
42417,Mark Lum,M,50-59,Australia
42418,Blake Mayocchi,M,19-23,Australia
42419,Nickolas Richter,M,19-23,Australia
42420,James Carroll #1,M,24-39,Australia
42421,Ronald Willett,M,24-39,Australia
42422,Skye Williams,F,24-39,Australia
42423,Thomas Waters,M,24-39,Australia
42424,Calain Cocco,F,14-18,Australia
42425,Alvin Cheam,M,40-49,Australia
42426,Benjamin Sluzenski,M,24-39,Australia
42427,Paul Woodbbury,M,,Australia
42428,Anthony Dickens,M,40-49,Australia
42429,Ken Smithies,M,50-59,Australia
42430,Tanya Horner,F,,Australia
42431,Moses Tavola,M,,Australia
42432,William Kawana,M,,Australia
42433,Luke De-Marina,M,,Australia
42434,Manahi Tahana,M,,Australia
42435,Aneterea Tulolo,M,,Australia
42436,Mikaira Kokiri,M,,Australia
42437,Shanel Gorial,M,,Australia
42438,Nathan Nguyen #5,M,,Australia
42439,Jennifer Willcock,F,24-39,Australia
42440,Leon Boddice,M,24-39,Australia
42441,Gordon Thorogood,M,50-59,Australia
42442,Cristina Circuado,F,50-59,Australia
42443,Madi Cooney,F,14-18,Australia
42444,Gary Le,M,19-23,Australia
42445,Micheal Nuchanatanon,M,19-23,Australia
42446,Damian Garrety,M,19-23,Australia
42447,Jack Hazelden,M,24-39,England
42448,Steve Le,M,24-39,USA
42449,Fraser Cockburn,M,24-39,Australia
42450,James Bray,M,24-39,USA
42451,Diana Hutchins,F,19-23,Australia
42452,Diane Le,F,19-23,Australia
42453,Isabella Thomson,F,24-39,Australia
42454,Ashleigh Suemai,F,19-23,Australia
42455,Chantelle Emery,F,40-49,Australia
42456,Janine Briggs,F,40-49,Australia
42457,Jason D'Souza,M,19-23,Australia
42458,Trung Nguyen,M,19-23,USA
42459,David Dick,M,24-39,Australia
42460,Daniel Leow,M,24-39,Australia
42461,Jarrod Griffiths,M,14-18,Australia
42462,Daniel Ebbett,M,,Australia
42463,Tim Escott,M,,Australia
42464,Sash Mansour,M,,Australia
42465,George Manassa,M,,Australia
42466,Tania Pitt-Guthrie,F,,New Zealand
42467,Aaron Hawkins,M,,Australia
42468,Ataoloma Ulia,M,,Australia
42469,Mark Cruzner,M,,Australia
42470,Jodie Wood,F,24-39,Australia
42471,Siobhan Cotterell,F,24-39,Australia
42472,Peter Donnelly,M,24-39,Australia
42473,Yahya Jideh,M,24-39,Australia
42474,Clinton Sims,M,50-59,USA
42475,Aaron Whelan,M,,Australia
42476,Jason Ferguson,M,,
42477,Steven Pollock,M,,Australia
42478,Aaron Daniel,M,,Australia
42479,Ashley Fuller #2,M,,Australia
42480,Max Mann,M,,Australia
42481,Lachlan Hardy,M,,Australia
42482,Sam Clarke,M,,Australia
42483,Ben Evans #1,M,,Australia
42484,Sean Kavanagh,M,,Australia
42485,James Doddrell,M,,Australia
42486,Laurie McLaine,M,,Australia
42487,Anthony Bath,M,,Australia
42488,David Hamilton,M,,USA
42489,Chris Reid,M,,
42490,Andrew Soppich,M,,Australia
42491,Daniel Higgins,M,,USA
42492,Chris Kelly #2,M,,Australia
42493,Adrian Zappia,M,,Australia
42494,Luke Neymouth,M,,Australia
42495,Aaron Ohl,M,,Australia
42496,Matthew Banano,M,,Australia
42497,Clancey Lowis,M,,Australia
42498,Brent Watt,M,,Australia
42499,Nick Turner,M,,
42500,Illka Howard,M,,Australia
42501,Carl Drew,M,,Australia
42502,Jakob Williams,M,,USA
42503,Darren Pfeiffer,M,,Australia
42504,Robert Mudge,M,,Australia
42505,Chris Irvin,M,,Australia
42506,Lance Kent,M,,Australia
42507,Peter King #3,M,,Australia
42508,Dean Kelly,M,,Australia
42509,Peter Johnson,M,14-18,USA
42510,Jason Makins,M,,Australia
42511,Ben Kerridge,M,,Australia
42512,Dean Scambler,M,,Australia
42513,Tristan Throup,M,,Australia
42514,Christopher Ratcliffe,M,,Australia
42515,Scott Klene,M,,Australia
42516,Jake Sluiter,M,,Australia
42517,Drew Handtke,M,,Australia
42518,Damien O'Neill,M,,
42519,Ian McLean,M,,Australia
42520,Lachlan Joiner,M,,Australia
42521,Riley Milner,M,,
42522,Christopher Heaysman,M,,Australia
42523,Josh Custance,M,,Australia
42524,Sean Whitewood,M,,Australia
42525,Dylan Cook #2,M,,Australia
42526,Karl Soloman,M,,Australia
42527,Michael Moe,M,,Australia
42528,Simon Chiu,M,,Australia
42529,Robert Wellman,M,,Australia
42530,Kale McBain,M,,Australia
42531,Dane Pfeiffer,M,,Australia
42532,Kurtis Pegoravo,M,,Australia
42533,Daniel Hunyadi,M,,Australia
42534,Kyle Mitting-Thatcher,M,,Australia
42535,Kallum McCully,M,,Australia
42536,James Van der Want,M,,Australia
42537,Aaron Jenkins,M,,Australia
42538,Trent Prior,M,,Australia
42539,Adam Burke #3,M,,Australia
42540,Michael Halay,M,,Australia
42541,Ben Dodd,M,,Australia
42542,Guy Stevenson,M,,Australia
42543,Matthew Colls,M,,Australia
42544,Brad Stevens,M,,Australia
42545,Sam Churches,M,,Australia
42546,Ian Duncan,M,,Australia
42547,Ross Moschella,M,,Australia
42548,Alex Oswald,M,,Australia
42549,Adrian Prevedello,M,,Australia
42550,Peter Shami,M,,Australia
42551,David Meyer,M,,USA
42552,Tim Simounds,M,,Australia
42553,John Marshall,M,,USA
42554,Michael Plunkett,M,,Australia
42555,Jace Knight,M,,Australia
42556,Owen Cannon,M,,Australia
42557,Scott Pitman,M,,Australia
42558,Craig McAlpine,M,,Australia
42559,Lachlan McSwain,M,,Australia
42560,Philip Smith,M,,Australia
42561,Alex Parasiers,M,,Australia
42562,Stacey Blackhock,M,,Australia
42563,Jed Harrington,M,,Australia
42564,Matthew Butler,M,,USA
42565,Kyle Farrelly,M,,Australia
42566,Terrence Russell,M,,Australia
42567,Daniel Schmidt,M,,USA
42568,John Mellink,M,,Australia
42569,Mitchell Johnson,M,,Canada
42570,Matthew Burrows,M,,USA
42571,Aaron Maddern,M,,Australia
42572,Dylan Cooper,M,,USA
42573,Shaun Mudford,M,,Australia
42574,Steve Bellosgiardo,M,,Australia
42575,David Hyde,M,,USA
42576,Novi Palmer,M,,Australia
42577,Jason Gowers,M,,Australia
42578,Alex Walker #1,M,,Australia
42579,Josh Krake,M,,Australia
42580,Jared Jenkins,M,,
42581,Kyall Norton,M,,Australia
42582,Cadlyn Torrans,M,,Australia
42583,John McIsaac,M,,Australia
42584,Michael Elliott,M,,
42585,Scot Schapel,M,,Australia
42586,Jon Pallow,M,,Australia
42587,Bik Laka,M,,Australia
42588,Michalis Karalis,M,,Australia
42589,Cameron Jackson #3,M,,Australia
42590,Beau McGrath,M,,Australia
42591,Paul Dienelt,M,,Australia
42592,Griff Bartel,M,,Australia
42593,Jacque Neasey,M,,Australia
42594,Alex Hope,M,,Australia
42595,Jamie Levitt,M,,Australia
42596,Andrew Mangano,M,,Australia
42597,Adam Jetson,M,,Australia
42598,Aaron Wingrove,M,,Australia
42599,Tom Knoll,M,,Australia
42600,Darren Burgess,M,,Australia
42601,Tristan Burton,M,,USA
42602,Scott Dwyer,M,,Australia
42603,Johnny Bournyavieng,M,,Australia
42604,Brett Laishley,M,,Australia
42605,Chris Ledvidge,M,,Australia
